Building,Floor,Suite,Room,Bed,Room Type,Suite Size (if applicable,Room Categor,Community
BARBOUR HALL,BARBOUR FL 0 A,BARBOUR 050,BARBOUR 050 051,BARBOUR 050 051-1,Double (Suite/Apartment),3.0,Female,Spring General Housing Selection
BARBOUR HALL,BARBOUR FL 0 A,BARBOUR 050,BARBOUR 050 051,BARBOUR 050 051-2,Double (Suite/Apartment),3.0,Female,Spring General Housing Selection
BARBOUR HALL,BARBOUR FL 0 A,BARBOUR 060,BARBOUR 060 063,BARBOUR 060 063-1,Single (Suite/Apartment),6.0,CoEd,Spring General Housing Selection
BARBOUR HALL,BARBOUR FL 0 A,BARBOUR 060,BARBOUR 060 064,BARBOUR 060 064-1,Double (Suite/Apartment),6.0,CoEd,Spring General Housing Selection
BARBOUR HALL,BARBOUR FL 0 A,BARBOUR 060,BARBOUR 060 064,BARBOUR 060 064-2,Double (Suite/Apartment),6.0,CoEd,Spring General Housing Selection
BARBOUR HALL,BARBOUR FL 0 A,BARBOUR 060,BARBOUR 060 065,BARBOUR 060 065-1,Single (Suite/Apartment),6.0,CoEd,Spring General Housing Selection
BARBOUR HALL,BARBOUR FL 0 A,BARBOUR 060,BARBOUR 060 066,BARBOUR 060 066-1,Double (Suite/Apartment),6.0,CoEd,Spring General Housing Selection
BARBOUR HALL,BARBOUR FL 0 A,BARBOUR 060,BARBOUR 060 066,BARBOUR 060 066-2,Double (Suite/Apartment),6.0,CoEd,Spring General Housing Selection
BARBOUR HALL,BARBOUR FL 0 A,BARBOUR 080,BARBOUR 080 081,BARBOUR 080 081-1,Double (Suite/Apartment),4.0,CoEd,Spring General Housing Selection
BARBOUR HALL,BARBOUR FL 0 A,BARBOUR 080,BARBOUR 080 081,BARBOUR 080 081-2,Double (Suite/Apartment),4.0,CoEd,Spring General Housing Selection
BARBOUR HALL,BARBOUR FL 0 A,BARBOUR 080,BARBOUR 080 084,BARBOUR 080 084-1,Double (Suite/Apartment),4.0,CoEd,Spring General Housing Selection
BARBOUR HALL,BARBOUR FL 0 A,BARBOUR 080,BARBOUR 080 084,BARBOUR 080 084-2,Double (Suite/Apartment),4.0,CoEd,Spring General Housing Selection
BARBOUR HALL,BARBOUR FL 1,BARBOUR 103,BARBOUR 103,BARBOUR 103-1,Triple,,CoEd,Spring General Housing Selection
BARBOUR HALL,BARBOUR FL 1,BARBOUR 103,BARBOUR 103,BARBOUR 103-2,Triple,,CoEd,Spring General Housing Selection
BARBOUR HALL,BARBOUR FL 1,BARBOUR 103,BARBOUR 103,BARBOUR 103-3,Triple,,CoEd,Spring General Housing Selection
BARBOUR HALL,BARBOUR FL 1,BARBOUR 105,BARBOUR 105,BARBOUR 105-1,Triple,,CoEd,Spring General Housing Selection
BARBOUR HALL,BARBOUR FL 1,BARBOUR 105,BARBOUR 105,BARBOUR 105-2,Triple,,CoEd,Spring General Housing Selection
BARBOUR HALL,BARBOUR FL 1,BARBOUR 105,BARBOUR 105,BARBOUR 105-3,Triple,,CoEd,Spring General Housing Selection
BARBOUR HALL,BARBOUR FL 1,BARBOUR 106,BARBOUR 106,BARBOUR 106-1,Double,,CoEd,Spring General Housing Selection
BARBOUR HALL,BARBOUR FL 1,BARBOUR 106,BARBOUR 106,BARBOUR 106-2,Double,,CoEd,Spring General Housing Selection
BARBOUR HALL,BARBOUR FL 1,BARBOUR 108,BARBOUR 108,BARBOUR 108-1,Double,,CoEd,Spring General Housing Selection
BARBOUR HALL,BARBOUR FL 1,BARBOUR 108,BARBOUR 108,BARBOUR 108-2,Double,,CoEd,Spring General Housing Selection
BARBOUR HALL,BARBOUR FL 1 A,BARBOUR 120,BARBOUR 120 121,BARBOUR 120 121-1,Double (Suite/Apartment),4.0,CoEd,Spring General Housing Selection
BARBOUR HALL,BARBOUR FL 1 A,BARBOUR 120,BARBOUR 120 121,BARBOUR 120 121-2,Double (Suite/Apartment),4.0,CoEd,Spring General Housing Selection
BARBOUR HALL,BARBOUR FL 1 A,BARBOUR 120,BARBOUR 120 123,BARBOUR 120 123-1,Double (Suite/Apartment),4.0,CoEd,Spring General Housing Selection
BARBOUR HALL,BARBOUR FL 1 A,BARBOUR 120,BARBOUR 120 123,BARBOUR 120 123-2,Double (Suite/Apartment),4.0,CoEd,Spring General Housing Selection
BARBOUR HALL,BARBOUR FL 1 A,BARBOUR 130,BARBOUR 130 131,BARBOUR 130 131-1,Single (Suite/Apartment),3.0,CoEd,Spring General Housing Selection
BARBOUR HALL,BARBOUR FL 1 A,BARBOUR 130,BARBOUR 130 134,BARBOUR 130 134-1,Double (Suite/Apartment),3.0,CoEd,Spring General Housing Selection
BARBOUR HALL,BARBOUR FL 1 A,BARBOUR 130,BARBOUR 130 134,BARBOUR 130 134-2,Double (Suite/Apartment),3.0,CoEd,Spring General Housing Selection
BARBOUR HALL,BARBOUR FL 1 A,BARBOUR 140,BARBOUR 140 141,BARBOUR 140 141-1,Single (Suite/Apartment),4.0,CoEd,Spring General Housing Selection
BARBOUR HALL,BARBOUR FL 1 A,BARBOUR 140,BARBOUR 140 144,BARBOUR 140 144-1,Single (Suite/Apartment),4.0,CoEd,Spring General Housing Selection
BARBOUR HALL,BARBOUR FL 1 A,BARBOUR 140,BARBOUR 140 145,BARBOUR 140 145-1,Single (Suite/Apartment),4.0,CoEd,Spring General Housing Selection
BARBOUR HALL,BARBOUR FL 1 A,BARBOUR 140,BARBOUR 140 146,BARBOUR 140 146-1,Single (Suite/Apartment),4.0,CoEd,Spring General Housing Selection
BARBOUR HALL,BARBOUR FL 1 A,BARBOUR 160,BARBOUR 160 163,BARBOUR 160 163-1,Single (Suite/Apartment),5.0,CoEd,Spring General Housing Selection
BARBOUR HALL,BARBOUR FL 1 A,BARBOUR 160,BARBOUR 160 164,BARBOUR 160 164-1,Double (Suite/Apartment),5.0,CoEd,Spring General Housing Selection
BARBOUR HALL,BARBOUR FL 1 A,BARBOUR 160,BARBOUR 160 164,BARBOUR 160 164-2,Double (Suite/Apartment),5.0,CoEd,Spring General Housing Selection
BARBOUR HALL,BARBOUR FL 1 A,BARBOUR 160,BARBOUR 160 165,BARBOUR 160 165-1,Double (Suite/Apartment),5.0,CoEd,Spring General Housing Selection
BARBOUR HALL,BARBOUR FL 1 A,BARBOUR 160,BARBOUR 160 165,BARBOUR 160 165-2,Double (Suite/Apartment),5.0,CoEd,Spring General Housing Selection
BARBOUR HALL,BARBOUR FL 1 A,BARBOUR 170,BARBOUR 170 171,BARBOUR 170 171-1,Double (Suite/Apartment),4.0,CoEd,Spring General Housing Selection
BARBOUR HALL,BARBOUR FL 1 A,BARBOUR 170,BARBOUR 170 171,BARBOUR 170 171-2,Double (Suite/Apartment),4.0,CoEd,Spring General Housing Selection
BARBOUR HALL,BARBOUR FL 1 A,BARBOUR 170,BARBOUR 170 174,BARBOUR 170 174-1,Double (Suite/Apartment),4.0,CoEd,Spring General Housing Selection
BARBOUR HALL,BARBOUR FL 1 A,BARBOUR 170,BARBOUR 170 174,BARBOUR 170 174-2,Double (Suite/Apartment),4.0,CoEd,Spring General Housing Selection
BARBOUR HALL,BARBOUR FL 1 A,BARBOUR 180,BARBOUR 180 180,BARBOUR 180 181-1,Double (Suite/Apartment),4.0,CoEd,Spring General Housing Selection
BARBOUR HALL,BARBOUR FL 1 A,BARBOUR 180,BARBOUR 180 180,BARBOUR 180 181-2,Double (Suite/Apartment),4.0,CoEd,Spring General Housing Selection
BARBOUR HALL,BARBOUR FL 1 A,BARBOUR 180,BARBOUR 180 183,BARBOUR 180 183-1,Double (Suite/Apartment),4.0,CoEd,Spring General Housing Selection
BARBOUR HALL,BARBOUR FL 1 A,BARBOUR 180,BARBOUR 180 183,BARBOUR 180 183-2,Double (Suite/Apartment),4.0,CoEd,Spring General Housing Selection
BARBOUR HALL,BARBOUR FL 1 A,BARBOUR 190,BARBOUR 190 191,BARBOUR 190 191-1,Double (Suite/Apartment),4.0,CoEd,Spring General Housing Selection
BARBOUR HALL,BARBOUR FL 1 A,BARBOUR 190,BARBOUR 190 191,BARBOUR 190 191-2,Double (Suite/Apartment),4.0,CoEd,Spring General Housing Selection
BARBOUR HALL,BARBOUR FL 1 A,BARBOUR 190,BARBOUR 190 193,BARBOUR 190 193-1,Double (Suite/Apartment),4.0,CoEd,Spring General Housing Selection
BARBOUR HALL,BARBOUR FL 1 A,BARBOUR 190,BARBOUR 190 193,BARBOUR 190 193-2,Double (Suite/Apartment),4.0,CoEd,Spring General Housing Selection
BARBOUR HALL,BARBOUR FL 2,BARBOUR 201,BARBOUR 201,BARBOUR 201-1,Double,,Male,Spring General Housing Selection
BARBOUR HALL,BARBOUR FL 2,BARBOUR 202/2,BARBOUR 202,BARBOUR 202-1,Double,,Male,Spring General Housing Selection
BARBOUR HALL,BARBOUR FL 2,BARBOUR 202/2,BARBOUR 202,BARBOUR 202-2,Double,,Male,Spring General Housing Selection
BARBOUR HALL,BARBOUR FL 2,BARBOUR 203,BARBOUR 203,BARBOUR 203-1,Triple,,CoEd,Spring General Housing Selection
BARBOUR HALL,BARBOUR FL 2,BARBOUR 203,BARBOUR 203,BARBOUR 203-2,Triple,,CoEd,Spring General Housing Selection
BARBOUR HALL,BARBOUR FL 2,BARBOUR 203,BARBOUR 203,BARBOUR 203-3,Triple,,CoEd,Spring General Housing Selection
BARBOUR HALL,BARBOUR FL 2,BARBOUR 205,BARBOUR 205,BARBOUR 205-1,Triple,,CoEd,Spring General Housing Selection
BARBOUR HALL,BARBOUR FL 2,BARBOUR 205,BARBOUR 205,BARBOUR 205-2,Triple,,CoEd,Spring General Housing Selection
BARBOUR HALL,BARBOUR FL 2,BARBOUR 205,BARBOUR 205,BARBOUR 205-3,Triple,,CoEd,Spring General Housing Selection
BARBOUR HALL,BARBOUR FL 2 A,BARBOUR 220,BARBOUR 220 221,BARBOUR 220 221-1,Double (Suite/Apartment),4.0,CoEd,Spring General Housing Selection
BARBOUR HALL,BARBOUR FL 2 A,BARBOUR 220,BARBOUR 220 221,BARBOUR 220 221-2,Double (Suite/Apartment),4.0,CoEd,Spring General Housing Selection
BARBOUR HALL,BARBOUR FL 2 A,BARBOUR 250,BARBOUR 250 252,BARBOUR 250 252-1,Triple (Suite/Apartment),5.0,CoEd,Spring General Housing Selection
BARBOUR HALL,BARBOUR FL 2 A,BARBOUR 250,BARBOUR 250 252,BARBOUR 250 252-2,Triple (Suite/Apartment),5.0,CoEd,Spring General Housing Selection
BARBOUR HALL,BARBOUR FL 2 A,BARBOUR 250,BARBOUR 250 252,BARBOUR 250 252-3,Triple (Suite/Apartment),5.0,CoEd,Spring General Housing Selection
BARBOUR HALL,BARBOUR FL 2 A,BARBOUR 250,BARBOUR 250 255,BARBOUR 250 255-1,Double (Suite/Apartment),5.0,CoEd,Spring General Housing Selection
BARBOUR HALL,BARBOUR FL 2 A,BARBOUR 250,BARBOUR 250 255,BARBOUR 250 255-2,Double (Suite/Apartment),5.0,CoEd,Spring General Housing Selection
BARBOUR HALL,BARBOUR FL 2 A,BARBOUR 260,BARBOUR 260 263,BARBOUR 260 263-1,Single (Suite/Apartment),5.0,CoEd,Spring General Housing Selection
BARBOUR HALL,BARBOUR FL 2 A,BARBOUR 260,BARBOUR 260 264,BARBOUR 260 264-1,Double (Suite/Apartment),5.0,CoEd,Spring General Housing Selection
BARBOUR HALL,BARBOUR FL 2 A,BARBOUR 260,BARBOUR 260 264,BARBOUR 260 264-2,Double (Suite/Apartment),5.0,CoEd,Spring General Housing Selection
BARBOUR HALL,BARBOUR FL 2 A,BARBOUR 260,BARBOUR 260 265,BARBOUR 260 265-1,Double (Suite/Apartment),5.0,CoEd,Spring General Housing Selection
BARBOUR HALL,BARBOUR FL 2 A,BARBOUR 260,BARBOUR 260 265,BARBOUR 260 265-2,Double (Suite/Apartment),5.0,CoEd,Spring General Housing Selection
BARBOUR HALL,BARBOUR FL 2 A,BARBOUR 280,BARBOUR 280 281,BARBOUR 280 281-1,Double (Suite/Apartment),4.0,CoEd,Spring General Housing Selection
BARBOUR HALL,BARBOUR FL 2 A,BARBOUR 280,BARBOUR 280 281,BARBOUR 280 281-2,Double (Suite/Apartment),4.0,CoEd,Spring General Housing Selection
BARBOUR HALL,BARBOUR FL 2 A,BARBOUR 280,BARBOUR 280 283,BARBOUR 280 283-1,Double (Suite/Apartment),4.0,CoEd,Spring General Housing Selection
BARBOUR HALL,BARBOUR FL 2 A,BARBOUR 280,BARBOUR 280 283,BARBOUR 280 283-2,Double (Suite/Apartment),4.0,CoEd,Spring General Housing Selection
BARBOUR HALL,BARBOUR FL 2 A,BARBOUR 290,BARBOUR 290 291,BARBOUR 290 291-1,Double (Suite/Apartment),4.0,Female,Spring General Housing Selection
BARBOUR HALL,BARBOUR FL 2 A,BARBOUR 290,BARBOUR 290 291,BARBOUR 290 291-2,Double (Suite/Apartment),4.0,Female,Spring General Housing Selection
BARBOUR HALL,BARBOUR FL 3,BARBOUR 301,BARBOUR 301,BARBOUR 301-2,Double,,Male,Spring General Housing Selection
BARBOUR HALL,BARBOUR FL 3,BARBOUR 302/3,BARBOUR 302,BARBOUR 302-1,Double,,Female,Spring General Housing Selection
BARBOUR HALL,BARBOUR FL 3,BARBOUR 302/3,BARBOUR 302,BARBOUR 302-2,Double,,Female,Spring General Housing Selection
BARBOUR HALL,BARBOUR FL 3,BARBOUR 303,BARBOUR 303,BARBOUR 303-1,Triple,,CoEd,Spring General Housing Selection
BARBOUR HALL,BARBOUR FL 3,BARBOUR 303,BARBOUR 303,BARBOUR 303-2,Triple,,CoEd,Spring General Housing Selection
BARBOUR HALL,BARBOUR FL 3,BARBOUR 303,BARBOUR 303,BARBOUR 303-3,Triple,,CoEd,Spring General Housing Selection
BARBOUR HALL,BARBOUR FL 3,BARBOUR 306,BARBOUR 306,BARBOUR 306-1,Double,,CoEd,Spring General Housing Selection
BARBOUR HALL,BARBOUR FL 3,BARBOUR 306,BARBOUR 306,BARBOUR 306-2,Double,,CoEd,Spring General Housing Selection
BARBOUR HALL,BARBOUR FL 3,BARBOUR 308,BARBOUR 308,BARBOUR 308-1,Double,,CoEd,Spring General Housing Selection
BARBOUR HALL,BARBOUR FL 3,BARBOUR 308,BARBOUR 308,BARBOUR 308-2,Double,,CoEd,Spring General Housing Selection
BARBOUR HALL,BARBOUR FL 3 A,BARBOUR 320,BARBOUR 320 321,BARBOUR 320 321-1,Double (Suite/Apartment),4.0,CoEd,Spring General Housing Selection
BARBOUR HALL,BARBOUR FL 3 A,BARBOUR 320,BARBOUR 320 321,BARBOUR 320 321-2,Double (Suite/Apartment),4.0,CoEd,Spring General Housing Selection
BARBOUR HALL,BARBOUR FL 3 A,BARBOUR 320,BARBOUR 320 323,BARBOUR 320 323-1,Double (Suite/Apartment),4.0,CoEd,Spring General Housing Selection
BARBOUR HALL,BARBOUR FL 3 A,BARBOUR 320,BARBOUR 320 323,BARBOUR 320 323-2,Double (Suite/Apartment),4.0,CoEd,Spring General Housing Selection
BARBOUR HALL,BARBOUR FL 3 A,BARBOUR 330,BARBOUR 330 331,BARBOUR 330 331-1,Single (Suite/Apartment),3.0,Male,Spring General Housing Selection
BARBOUR HALL,BARBOUR FL 3 A,BARBOUR 330,BARBOUR 330 334,BARBOUR 330 334-2,Double (Suite/Apartment),3.0,Male,Spring General Housing Selection
BARBOUR HALL,BARBOUR FL 3 A,BARBOUR 350,BARBOUR 350 352,BARBOUR 350 352-1,Triple (Suite/Apartment),5.0,CoEd,Spring General Housing Selection
BARBOUR HALL,BARBOUR FL 3 A,BARBOUR 350,BARBOUR 350 352,BARBOUR 350 352-2,Triple (Suite/Apartment),5.0,CoEd,Spring General Housing Selection
BARBOUR HALL,BARBOUR FL 3 A,BARBOUR 350,BARBOUR 350 352,BARBOUR 350 352-3,Triple (Suite/Apartment),5.0,CoEd,Spring General Housing Selection
BARBOUR HALL,BARBOUR FL 3 A,BARBOUR 350,BARBOUR 350 355,BARBOUR 350 355-1,Double (Suite/Apartment),5.0,CoEd,Spring General Housing Selection
BARBOUR HALL,BARBOUR FL 3 A,BARBOUR 350,BARBOUR 350 355,BARBOUR 350 355-2,Double (Suite/Apartment),5.0,CoEd,Spring General Housing Selection
BARBOUR HALL,BARBOUR FL 3 A,BARBOUR 360,BARBOUR 360 363,BARBOUR 360 363-1,Single (Suite/Apartment),5.0,CoEd,Spring General Housing Selection
BARBOUR HALL,BARBOUR FL 3 A,BARBOUR 360,BARBOUR 360 364,BARBOUR 360 364-1,Double (Suite/Apartment),5.0,CoEd,Spring General Housing Selection
BARBOUR HALL,BARBOUR FL 3 A,BARBOUR 360,BARBOUR 360 364,BARBOUR 360 364-2,Double (Suite/Apartment),5.0,CoEd,Spring General Housing Selection
BARBOUR HALL,BARBOUR FL 3 A,BARBOUR 360,BARBOUR 360 365,BARBOUR 360 365-1,Double (Suite/Apartment),5.0,CoEd,Spring General Housing Selection
BARBOUR HALL,BARBOUR FL 3 A,BARBOUR 360,BARBOUR 360 365,BARBOUR 360 365-2,Double (Suite/Apartment),5.0,CoEd,Spring General Housing Selection
BARBOUR HALL,BARBOUR FL 3 A,BARBOUR 370,BARBOUR 370 371,BARBOUR 370 371-1,Double (Suite/Apartment),4.0,CoEd,Spring General Housing Selection
BARBOUR HALL,BARBOUR FL 3 A,BARBOUR 370,BARBOUR 370 371,BARBOUR 370 371-2,Double (Suite/Apartment),4.0,CoEd,Spring General Housing Selection
BARBOUR HALL,BARBOUR FL 3 A,BARBOUR 370,BARBOUR 370 374,BARBOUR 370 374-1,Double (Suite/Apartment),4.0,CoEd,Spring General Housing Selection
BARBOUR HALL,BARBOUR FL 3 A,BARBOUR 370,BARBOUR 370 374,BARBOUR 370 374-2,Double (Suite/Apartment),4.0,CoEd,Spring General Housing Selection
BARBOUR HALL,BARBOUR FL 3 A,BARBOUR 380,BARBOUR 380 381,BARBOUR 380 381-1,Double (Suite/Apartment),4.0,CoEd,Spring General Housing Selection
BARBOUR HALL,BARBOUR FL 3 A,BARBOUR 380,BARBOUR 380 381,BARBOUR 380 381-2,Double (Suite/Apartment),4.0,CoEd,Spring General Housing Selection
BARBOUR HALL,BARBOUR FL 3 A,BARBOUR 380,BARBOUR 380 383,BARBOUR 380 383-1,Double (Suite/Apartment),4.0,CoEd,Spring General Housing Selection
BARBOUR HALL,BARBOUR FL 3 A,BARBOUR 380,BARBOUR 380 383,BARBOUR 380 383-2,Double (Suite/Apartment),4.0,CoEd,Spring General Housing Selection
BARBOUR HALL,BARBOUR FL 3 A,BARBOUR 390,BARBOUR 390 391,BARBOUR 390 391-1,Double (Suite/Apartment),4.0,Male,Spring General Housing Selection
BARBOUR HALL,BARBOUR FL 3 A,BARBOUR 390,BARBOUR 390 391,BARBOUR 390 391-2,Double (Suite/Apartment),4.0,Male,Spring General Housing Selection
BARBOUR HALL,BARBOUR FL 3 A,BARBOUR 390,BARBOUR 390 393,BARBOUR 390 393-1,Double (Suite/Apartment),4.0,Male,Spring General Housing Selection
BARBOUR HALL,BARBOUR FL 3 A,BARBOUR 390,BARBOUR 390 393,BARBOUR 390 393-2,Double (Suite/Apartment),4.0,Male,Spring General Housing Selection
BUXTON HOUSE,BUXTON FL 1,BUXTON 101,BUXTON 101,BUXTON 101-1,Double,,CoEd,Spring General Housing Selection
BUXTON HOUSE,BUXTON FL 1,BUXTON 101,BUXTON 101,BUXTON 101-2,Double,,CoEd,Spring General Housing Selection
BUXTON HOUSE,BUXTON FL 1,BUXTON 102,BUXTON 102,BUXTON 102-1,Double,,CoEd,Spring General Housing Selection
BUXTON HOUSE,BUXTON FL 1,BUXTON 102,BUXTON 102,BUXTON 102-2,Double,,CoEd,Spring General Housing Selection
BUXTON HOUSE,BUXTON FL 1,BUXTON 103,BUXTON 103,BUXTON 103-1,Single,,CoEd,Spring General Housing Selection
BUXTON HOUSE,BUXTON FL 1,BUXTON 105,BUXTON 105,BUXTON 105-1,Single,,CoEd,Spring General Housing Selection
BUXTON HOUSE,BUXTON FL 2,BUXTON 201,BUXTON 201,BUXTON 201-1,Double,,CoEd,Spring General Housing Selection
BUXTON HOUSE,BUXTON FL 2,BUXTON 201,BUXTON 201,BUXTON 201-2,Double,,CoEd,Spring General Housing Selection
BUXTON HOUSE,BUXTON FL 2,BUXTON 202,BUXTON 202,BUXTON 202-1,Double,,CoEd,Spring General Housing Selection
BUXTON HOUSE,BUXTON FL 2,BUXTON 202,BUXTON 202,BUXTON 202-2,Double,,CoEd,Spring General Housing Selection
BUXTON HOUSE,BUXTON FL 2,BUXTON 214,BUXTON 214,BUXTON 214-1,Double,,CoEd,Spring General Housing Selection
BUXTON HOUSE,BUXTON FL 2,BUXTON 214,BUXTON 214,BUXTON 214-2,Double,,CoEd,Spring General Housing Selection
BUXTON HOUSE,BUXTON FL 2,BUXTON 216A,BUXTON 216A,BUXTON 216A-1,Single,,CoEd,Spring General Housing Selection
BUXTON HOUSE,BUXTON FL 2,BUXTON 216B,BUXTON 216B,BUXTON 216B-1,Single,,CoEd,Spring General Housing Selection
BUXTON HOUSE,BUXTON FL 2,BUXTON 218,BUXTON 218,BUXTON 218-1,Double,,CoEd,Spring General Housing Selection
BUXTON HOUSE,BUXTON FL 2,BUXTON 218,BUXTON 218,BUXTON 218-2,Double,,CoEd,Spring General Housing Selection
BUXTON HOUSE,BUXTON FL 2,BUXTON 219,BUXTON 219,BUXTON 219-1,Double,,CoEd,Spring General Housing Selection
BUXTON HOUSE,BUXTON FL 2,BUXTON 219,BUXTON 219,BUXTON 219-2,Double,,CoEd,Spring General Housing Selection
BUXTON HOUSE,BUXTON FL 2,BUXTON 220,BUXTON 220,BUXTON 220-1,Double,,CoEd,Spring General Housing Selection
BUXTON HOUSE,BUXTON FL 2,BUXTON 220,BUXTON 220,BUXTON 220-2,Double,,CoEd,Spring General Housing Selection
BUXTON HOUSE,BUXTON FL 3,BUXTON 301,BUXTON 301,BUXTON 301-1,Double,,CoEd,Spring General Housing Selection
BUXTON HOUSE,BUXTON FL 3,BUXTON 301,BUXTON 301,BUXTON 301-2,Double,,CoEd,Spring General Housing Selection
BUXTON HOUSE,BUXTON FL 3,BUXTON 302,BUXTON 302,BUXTON 302-1,Double,,CoEd,Spring General Housing Selection
BUXTON HOUSE,BUXTON FL 3,BUXTON 302,BUXTON 302,BUXTON 302-2,Double,,CoEd,Spring General Housing Selection
BUXTON HOUSE,BUXTON FL 3,BUXTON 307,BUXTON 307,BUXTON 307-1,Single,,CoEd,Spring General Housing Selection
BUXTON HOUSE,BUXTON FL 3,BUXTON 312,BUXTON 312,BUXTON 312-1,Single,,CoEd,Spring General Housing Selection
BUXTON HOUSE,BUXTON FL 3,BUXTON 314,BUXTON 314,BUXTON 314-1,Double,,CoEd,Spring General Housing Selection
BUXTON HOUSE,BUXTON FL 3,BUXTON 314,BUXTON 314,BUXTON 314-2,Double,,CoEd,Spring General Housing Selection
BUXTON HOUSE,BUXTON FL 3,BUXTON 316A,BUXTON 316A,BUXTON 316A-1,Single,,CoEd,Spring General Housing Selection
BUXTON HOUSE,BUXTON FL 3,BUXTON 316B,BUXTON 316B,BUXTON 316B-1,Single,,CoEd,Spring General Housing Selection
BUXTON HOUSE,BUXTON FL 3,BUXTON 317,BUXTON 317,BUXTON 317-1,Single,,CoEd,Spring General Housing Selection
BUXTON HOUSE,BUXTON FL 3,BUXTON 318,BUXTON 318,BUXTON 318-1,Double,,CoEd,Spring General Housing Selection
BUXTON HOUSE,BUXTON FL 3,BUXTON 318,BUXTON 318,BUXTON 318-2,Double,,CoEd,Spring General Housing Selection
BUXTON HOUSE,BUXTON FL 3,BUXTON 319,BUXTON 319,BUXTON 319-1,Double,,CoEd,Spring General Housing Selection
BUXTON HOUSE,BUXTON FL 3,BUXTON 319,BUXTON 319,BUXTON 319-2,Double,,CoEd,Spring General Housing Selection
BUXTON HOUSE,BUXTON FL 3,BUXTON 320,BUXTON 320,BUXTON 320-1,Double,,CoEd,Spring General Housing Selection
BUXTON HOUSE,BUXTON FL 3,BUXTON 320,BUXTON 320,BUXTON 320-2,Double,,CoEd,Spring General Housing Selection
BUXTON HOUSE,BUXTON FL 4,BUXTON 414,BUXTON 414,BUXTON 414-1,Double,,CoEd,Spring General Housing Selection
BUXTON HOUSE,BUXTON FL 4,BUXTON 414,BUXTON 414,BUXTON 414-2,Double,,CoEd,Spring General Housing Selection
BUXTON HOUSE,BUXTON FL 4,BUXTON 418,BUXTON 418,BUXTON 418-1,Double,,CoEd,Spring General Housing Selection
BUXTON HOUSE,BUXTON FL 4,BUXTON 418,BUXTON 418,BUXTON 418-2,Double,,CoEd,Spring General Housing Selection
BUXTON HOUSE,BUXTON FL 4,BUXTON 420,BUXTON 420,BUXTON 420-1,Double,,CoEd,Spring General Housing Selection
BUXTON HOUSE,BUXTON FL 4,BUXTON 420,BUXTON 420,BUXTON 420-2,Double,,CoEd,Spring General Housing Selection
CHAPIN HOUSE,CHAPIN FL 1,CHAPIN 107,CHAPIN 107,CHAPIN 107-1,Double,,CoEd,Spring General Housing Selection
CHAPIN HOUSE,CHAPIN FL 1,CHAPIN 107,CHAPIN 107,CHAPIN 107-2,Double,,CoEd,Spring General Housing Selection
CHAPIN HOUSE,CHAPIN FL 1,CHAPIN 108,CHAPIN 108,CHAPIN 108-1,Double,,CoEd,Spring General Housing Selection
CHAPIN HOUSE,CHAPIN FL 1,CHAPIN 108,CHAPIN 108,CHAPIN 108-2,Double,,CoEd,Spring General Housing Selection
CHAPIN HOUSE,CHAPIN FL 1,CHAPIN 109,CHAPIN 109,CHAPIN 109-1,Single,,CoEd,Spring General Housing Selection
CHAPIN HOUSE,CHAPIN FL 1,CHAPIN 110,CHAPIN 110,CHAPIN 110-1,Single,,CoEd,Spring General Housing Selection
CHAPIN HOUSE,CHAPIN FL 2,CHAPIN 213,CHAPIN 213,CHAPIN 213-1,Double,,CoEd,Spring General Housing Selection
CHAPIN HOUSE,CHAPIN FL 2,CHAPIN 213,CHAPIN 213,CHAPIN 213-2,Double,,CoEd,Spring General Housing Selection
CHAPIN HOUSE,CHAPIN FL 2,CHAPIN 214,CHAPIN 214,CHAPIN 214-1,Double,,CoEd,Spring General Housing Selection
CHAPIN HOUSE,CHAPIN FL 2,CHAPIN 214,CHAPIN 214,CHAPIN 214-2,Double,,CoEd,Spring General Housing Selection
CHAPIN HOUSE,CHAPIN FL 2,CHAPIN 220,CHAPIN 220,CHAPIN 220-1,Single,,CoEd,Spring General Housing Selection
CHAPIN HOUSE,CHAPIN FL 3,CHAPIN 301,CHAPIN 301,CHAPIN 301-1,Double,,CoEd,Spring General Housing Selection
CHAPIN HOUSE,CHAPIN FL 3,CHAPIN 301,CHAPIN 301,CHAPIN 301-2,Double,,CoEd,Spring General Housing Selection
CHAPIN HOUSE,CHAPIN FL 3,CHAPIN 302,CHAPIN 302,CHAPIN 302-1,Double,,CoEd,Spring General Housing Selection
CHAPIN HOUSE,CHAPIN FL 3,CHAPIN 302,CHAPIN 302,CHAPIN 302-2,Double,,CoEd,Spring General Housing Selection
CHAPIN HOUSE,CHAPIN FL 3,CHAPIN 303,CHAPIN 303,CHAPIN 303-1,Single,,CoEd,Spring General Housing Selection
CHAPIN HOUSE,CHAPIN FL 3,CHAPIN 304,CHAPIN 304,CHAPIN 304-1,Double,,CoEd,Spring General Housing Selection
CHAPIN HOUSE,CHAPIN FL 3,CHAPIN 304,CHAPIN 304,CHAPIN 304-2,Double,,CoEd,Spring General Housing Selection
CHAPIN HOUSE,CHAPIN FL 3,CHAPIN 306A,CHAPIN 306A,CHAPIN 306A-1,Single,,CoEd,Spring General Housing Selection
CHAPIN HOUSE,CHAPIN FL 3,CHAPIN 306B,CHAPIN 306B,CHAPIN 306B-1,Single,,CoEd,Spring General Housing Selection
