Building,Floor,Suite,Room,Bed,Room Type,Suite Size (if applicable,Room Categor,Community
GREGORIAN QUAD A,GREG A FL 4,GREG A 401,GREG A 401 401D,GREG A 401 401D-1,Single (Suite/Apartment),4.0,Female,Spring General Housing Selection
GREGORIAN QUAD A,GREG A FL 4,GREG A 402,GREG A 402 402A,GREG A 402 402A-1,Single (Suite/Apartment),4.0,CoEd,Spring General Housing Selection
GREGORIAN QUAD A,GREG A FL 4,GREG A 402,GREG A 402 402B,GREG A 402 402B-1,Single (Suite/Apartment),4.0,CoEd,Spring General Housing Selection
GREGORIAN QUAD A,GREG A FL 4,GREG A 402,GREG A 402 402C,GREG A 402 402C-1,Single (Suite/Apartment),4.0,CoEd,Spring General Housing Selection
GREGORIAN QUAD A,GREG A FL 4,GREG A 402,GREG A 402 402D,GREG A 402 402D-1,Single (Suite/Apartment),4.0,CoEd,Spring General Housing Selection
GREGORIAN QUAD A,GREG A FL 4,GREG A 408,GREG A 408,GREG A 408-1,Double,,CoEd,Spring General Housing Selection
GREGORIAN QUAD A,GREG A FL 4,GREG A 408,GREG A 408,GREG A 408-2,Double,,CoEd,Spring General Housing Selection
GREGORIAN QUAD A,GREG A FL 4,GREG A 408A,GREG A 408A,GREG A 408A-1,Double,,CoEd,Spring General Housing Selection
GREGORIAN QUAD A,GREG A FL 4,GREG A 408A,GREG A 408A,GREG A 408A-2,Double,,CoEd,Spring General Housing Selection
GREGORIAN QUAD A,GREG A FL 4,GREG A 408F,GREG A 408F,GREG A 408F-1,Double,,CoEd,Spring General Housing Selection
GREGORIAN QUAD A,GREG A FL 4,GREG A 408F,GREG A 408F,GREG A 408F-2,Double,,CoEd,Spring General Housing Selection
GREGORIAN QUAD A,GREG A FL 4,GREG A 409,GREG A 409,GREG A 409-1,Double,,CoEd,Spring General Housing Selection
GREGORIAN QUAD A,GREG A FL 4,GREG A 409,GREG A 409,GREG A 409-2,Double,,CoEd,Spring General Housing Selection
GREGORIAN QUAD A,GREG A FL 4,GREG A 409D,GREG A 409D,GREG A 409D-1,Single,,CoEd,Spring General Housing Selection
GREGORIAN QUAD A,GREG A FL 4,GREG A 410,GREG A 410,GREG A 410-1,Double,,CoEd,Spring General Housing Selection
GREGORIAN QUAD A,GREG A FL 4,GREG A 410,GREG A 410,GREG A 410-2,Double,,CoEd,Spring General Housing Selection
GREGORIAN QUAD A,GREG A FL 4,GREG A 410A,GREG A 410A,GREG A 410A-1,Single,,CoEd,Spring General Housing Selection
GREGORIAN QUAD A,GREG A FL 4,GREG A 410E,GREG A 410E,GREG A 410E-1,Single,,CoEd,Spring General Housing Selection
GREGORIAN QUAD A,GREG A FL 4,GREG A 411,GREG A 411 411A,GREG A 411 411A-1,Single (Suite/Apartment),3.0,CoEd,Spring General Housing Selection
GREGORIAN QUAD A,GREG A FL 4,GREG A 411,GREG A 411 411B,GREG A 411 411B-1,Single (Suite/Apartment),3.0,CoEd,Spring General Housing Selection
GREGORIAN QUAD A,GREG A FL 4,GREG A 411,GREG A 411 411C,GREG A 411 411C-1,Single (Suite/Apartment),3.0,CoEd,Spring General Housing Selection
GREGORIAN QUAD A,GREG A FL 5,GREG A 501,GREG A 501,GREG A 501-1,Triple,,CoEd,Spring General Housing Selection
GREGORIAN QUAD A,GREG A FL 5,GREG A 501,GREG A 501,GREG A 501-2,Triple,,CoEd,Spring General Housing Selection
GREGORIAN QUAD A,GREG A FL 5,GREG A 501,GREG A 501,GREG A 501-3,Triple,,CoEd,Spring General Housing Selection
GREGORIAN QUAD A,GREG A FL 5,GREG A 502,GREG A 502,GREG A 502-1,Triple,,CoEd,Spring General Housing Selection
GREGORIAN QUAD A,GREG A FL 5,GREG A 502,GREG A 502,GREG A 502-2,Triple,,CoEd,Spring General Housing Selection
GREGORIAN QUAD A,GREG A FL 5,GREG A 502,GREG A 502,GREG A 502-3,Triple,,CoEd,Spring General Housing Selection
GREGORIAN QUAD A,GREG A FL 5,GREG A 503,GREG A 503,GREG A 503-1,Triple,,CoEd,Spring General Housing Selection
GREGORIAN QUAD A,GREG A FL 5,GREG A 503,GREG A 503,GREG A 503-2,Triple,,CoEd,Spring General Housing Selection
GREGORIAN QUAD A,GREG A FL 5,GREG A 503,GREG A 503,GREG A 503-3,Triple,,CoEd,Spring General Housing Selection
GREGORIAN QUAD A,GREG A FL 5,GREG A 504,GREG A 504,GREG A 504-1,Double,,CoEd,Spring General Housing Selection
GREGORIAN QUAD A,GREG A FL 5,GREG A 504,GREG A 504,GREG A 504-2,Double,,CoEd,Spring General Housing Selection
GREGORIAN QUAD A,GREG A FL 5,GREG A 506,GREG A 506,GREG A 506-1,Triple,,CoEd,Spring General Housing Selection
GREGORIAN QUAD A,GREG A FL 5,GREG A 506,GREG A 506,GREG A 506-2,Triple,,CoEd,Spring General Housing Selection
GREGORIAN QUAD A,GREG A FL 5,GREG A 506,GREG A 506,GREG A 506-3,Triple,,CoEd,Spring General Housing Selection
GREGORIAN QUAD A,GREG A FL 5,GREG A 507,GREG A 507,GREG A 507-1,Triple,,CoEd,Spring General Housing Selection
GREGORIAN QUAD A,GREG A FL 5,GREG A 507,GREG A 507,GREG A 507-2,Triple,,CoEd,Spring General Housing Selection
GREGORIAN QUAD A,GREG A FL 5,GREG A 507,GREG A 507,GREG A 507-3,Triple,,CoEd,Spring General Housing Selection
GREGORIAN QUAD A,GREG A FL 5,GREG A 509,GREG A 509,GREG A 509-1,Triple,,CoEd,Spring General Housing Selection
GREGORIAN QUAD A,GREG A FL 5,GREG A 509,GREG A 509,GREG A 509-2,Triple,,CoEd,Spring General Housing Selection
GREGORIAN QUAD A,GREG A FL 5,GREG A 509,GREG A 509,GREG A 509-3,Triple,,CoEd,Spring General Housing Selection
GREGORIAN QUAD A,GREG A FL 5,GREG A 510,GREG A 510,GREG A 510-1,Double,,CoEd,Spring General Housing Selection
GREGORIAN QUAD A,GREG A FL 5,GREG A 510,GREG A 510,GREG A 510-2,Double,,CoEd,Spring General Housing Selection
GREGORIAN QUAD A,GREG A FL 5,GREG A 511,GREG A 511,GREG A 511-1,Triple,,CoEd,Spring General Housing Selection
GREGORIAN QUAD A,GREG A FL 5,GREG A 511,GREG A 511,GREG A 511-2,Triple,,CoEd,Spring General Housing Selection
GREGORIAN QUAD A,GREG A FL 5,GREG A 511,GREG A 511,GREG A 511-3,Triple,,CoEd,Spring General Housing Selection
GREGORIAN QUAD A,GREG A FL 6,GREG A 601,GREG A 601,GREG A 601-1,Double,,CoEd,Spring General Housing Selection
GREGORIAN QUAD A,GREG A FL 6,GREG A 601,GREG A 601,GREG A 601-2,Double,,CoEd,Spring General Housing Selection
GREGORIAN QUAD A,GREG A FL 6,GREG A 603,GREG A 603,GREG A 603-1,Double,,CoEd,Spring General Housing Selection
GREGORIAN QUAD A,GREG A FL 6,GREG A 603,GREG A 603,GREG A 603-2,Double,,CoEd,Spring General Housing Selection
GREGORIAN QUAD A,GREG A FL 6,GREG A 604,GREG A 604,GREG A 604-1,Double,,CoEd,Spring General Housing Selection
GREGORIAN QUAD A,GREG A FL 6,GREG A 604,GREG A 604,GREG A 604-2,Double,,CoEd,Spring General Housing Selection
GREGORIAN QUAD A,GREG A FL 6,GREG A 605,GREG A 605,GREG A 605-1,Triple,,CoEd,Spring General Housing Selection
GREGORIAN QUAD A,GREG A FL 6,GREG A 605,GREG A 605,GREG A 605-2,Triple,,CoEd,Spring General Housing Selection
GREGORIAN QUAD A,GREG A FL 6,GREG A 605,GREG A 605,GREG A 605-3,Triple,,CoEd,Spring General Housing Selection
GREGORIAN QUAD A,GREG A FL 6,GREG A 606,GREG A 606,GREG A 606-1,Double,,CoEd,Spring General Housing Selection
GREGORIAN QUAD A,GREG A FL 6,GREG A 606,GREG A 606,GREG A 606-2,Double,,CoEd,Spring General Housing Selection
GREGORIAN QUAD A,GREG A FL 6,GREG A 608,GREG A 608,GREG A 608-1,Double,,CoEd,Spring General Housing Selection
GREGORIAN QUAD A,GREG A FL 6,GREG A 608,GREG A 608,GREG A 608-2,Double,,CoEd,Spring General Housing Selection
GREGORIAN QUAD A,GREG A FL 6,GREG A 610,GREG A 610,GREG A 610-1,Double,,CoEd,Spring General Housing Selection
GREGORIAN QUAD A,GREG A FL 6,GREG A 610,GREG A 610,GREG A 610-2,Double,,CoEd,Spring General Housing Selection
GREGORIAN QUAD A,GREG A FL 6,GREG A 611,GREG A 611,GREG A 611-1,Triple,,CoEd,Spring General Housing Selection
GREGORIAN QUAD A,GREG A FL 6,GREG A 611,GREG A 611,GREG A 611-2,Triple,,CoEd,Spring General Housing Selection
GREGORIAN QUAD A,GREG A FL 6,GREG A 611,GREG A 611,GREG A 611-3,Triple,,CoEd,Spring General Housing Selection
GREGORIAN QUAD A,GREG A FL 6,GREG A 612,GREG A 612,GREG A 612-1,Triple,,CoEd,Spring General Housing Selection
GREGORIAN QUAD A,GREG A FL 6,GREG A 612,GREG A 612,GREG A 612-2,Triple,,CoEd,Spring General Housing Selection
GREGORIAN QUAD A,GREG A FL 6,GREG A 612,GREG A 612,GREG A 612-3,Triple,,CoEd,Spring General Housing Selection
GREGORIAN QUAD B,GREG B FL 1,GREG B 102,GREG B 102 102A,GREG B 102 102A-1,Single (Suite/Apartment),4.0,CoEd,Spring General Housing Selection
GREGORIAN QUAD B,GREG B FL 1,GREG B 102,GREG B 102 102B,GREG B 102 102B-1,Single (Suite/Apartment),4.0,CoEd,Spring General Housing Selection
GREGORIAN QUAD B,GREG B FL 1,GREG B 102,GREG B 102 102C,GREG B 102 102C-1,Single (Suite/Apartment),4.0,CoEd,Spring General Housing Selection
GREGORIAN QUAD B,GREG B FL 1,GREG B 102,GREG B 102 102D,GREG B 102 102D-1,Single (Suite/Apartment),4.0,CoEd,Spring General Housing Selection
GREGORIAN QUAD B,GREG B FL 1,GREG B 103,GREG B 103 103A,GREG B 103 103A-1,Single (Suite/Apartment),5.0,CoEd,Spring General Housing Selection
GREGORIAN QUAD B,GREG B FL 1,GREG B 103,GREG B 103 103B,GREG B 103 103B-1,Single (Suite/Apartment),5.0,CoEd,Spring General Housing Selection
GREGORIAN QUAD B,GREG B FL 1,GREG B 103,GREG B 103 103C,GREG B 103 103C-1,Single (Suite/Apartment),5.0,CoEd,Spring General Housing Selection
GREGORIAN QUAD B,GREG B FL 1,GREG B 103,GREG B 103 103D,GREG B 103 103D-1,Single (Suite/Apartment),5.0,CoEd,Spring General Housing Selection
GREGORIAN QUAD B,GREG B FL 1,GREG B 103,GREG B 103 103E,GREG B 103 103E-1,Single (Suite/Apartment),5.0,CoEd,Spring General Housing Selection
GREGORIAN QUAD B,GREG B FL 1,GREG B 104,GREG B 104 104A,GREG B 104 104A-1,Single (Suite/Apartment),4.0,CoEd,Spring General Housing Selection
GREGORIAN QUAD B,GREG B FL 1,GREG B 104,GREG B 104 104B,GREG B 104 104B-1,Single (Suite/Apartment),4.0,CoEd,Spring General Housing Selection
GREGORIAN QUAD B,GREG B FL 1,GREG B 104,GREG B 104 104C,GREG B 104 104C-1,Single (Suite/Apartment),4.0,CoEd,Spring General Housing Selection
GREGORIAN QUAD B,GREG B FL 1,GREG B 104,GREG B 104 104D,GREG B 104 104D-1,Single (Suite/Apartment),4.0,CoEd,Spring General Housing Selection
GREGORIAN QUAD B,GREG B FL 1,GREG B 105,GREG B 105 105C,GREG B 105 105C-1,Single (Suite/Apartment),4.0,CoEd,Spring General Housing Selection
GREGORIAN QUAD B,GREG B FL 1,GREG B 105,GREG B 105 105D,GREG B 105 105D-1,Single (Suite/Apartment),4.0,CoEd,Spring General Housing Selection
GREGORIAN QUAD B,GREG B FL 1,GREG B 106,GREG B 106 106A,GREG B 106 106A-1,Single (Suite/Apartment),4.0,CoEd,Spring General Housing Selection
GREGORIAN QUAD B,GREG B FL 1,GREG B 106,GREG B 106 106B,GREG B 106 106B-1,Single (Suite/Apartment),4.0,CoEd,Spring General Housing Selection
GREGORIAN QUAD B,GREG B FL 1,GREG B 106,GREG B 106 106C,GREG B 106 106C-1,Single (Suite/Apartment),4.0,CoEd,Spring General Housing Selection
GREGORIAN QUAD B,GREG B FL 1,GREG B 106,GREG B 106 106D,GREG B 106 106D-1,Single (Suite/Apartment),4.0,CoEd,Spring General Housing Selection
GREGORIAN QUAD B,GREG B FL 1,GREG B 108,GREG B 108 108A,GREG B 108 108A-1,Single (Suite/Apartment),4.0,CoEd,Spring General Housing Selection
GREGORIAN QUAD B,GREG B FL 1,GREG B 108,GREG B 108 108B,GREG B 108 108B-1,Single (Suite/Apartment),4.0,CoEd,Spring General Housing Selection
GREGORIAN QUAD B,GREG B FL 1,GREG B 108,GREG B 108 108C,GREG B 108 108C-1,Single (Suite/Apartment),4.0,CoEd,Spring General Housing Selection
GREGORIAN QUAD B,GREG B FL 1,GREG B 108,GREG B 108 108D,GREG B 108 108D-1,Single (Suite/Apartment),4.0,CoEd,Spring General Housing Selection
GREGORIAN QUAD B,GREG B FL 2,GREG B 203,GREG B 203 203A,GREG B 203 203A-1,Single (Suite/Apartment),4.0,CoEd,Spring General Housing Selection
GREGORIAN QUAD B,GREG B FL 2,GREG B 203,GREG B 203 203B,GREG B 203 203B-1,Single (Suite/Apartment),4.0,CoEd,Spring General Housing Selection
GREGORIAN QUAD B,GREG B FL 2,GREG B 203,GREG B 203 203C,GREG B 203 203C-1,Single (Suite/Apartment),4.0,CoEd,Spring General Housing Selection
GREGORIAN QUAD B,GREG B FL 2,GREG B 203,GREG B 203 203D,GREG B 203 203D-1,Single (Suite/Apartment),4.0,CoEd,Spring General Housing Selection
GREGORIAN QUAD B,GREG B FL 2,GREG B 204,GREG B 204 204A,GREG B 204 204A-1,Single (Suite/Apartment),4.0,CoEd,Spring General Housing Selection
GREGORIAN QUAD B,GREG B FL 2,GREG B 204,GREG B 204 204B,GREG B 204 204B-1,Single (Suite/Apartment),4.0,CoEd,Spring General Housing Selection
GREGORIAN QUAD B,GREG B FL 2,GREG B 204,GREG B 204 204C,GREG B 204 204C-1,Single (Suite/Apartment),4.0,CoEd,Spring General Housing Selection
GREGORIAN QUAD B,GREG B FL 2,GREG B 204,GREG B 204 204D,GREG B 204 204D-1,Single (Suite/Apartment),4.0,CoEd,Spring General Housing Selection
GREGORIAN QUAD B,GREG B FL 2,GREG B 205,GREG B 205 205C,GREG B 205 205C-1,Single (Suite/Apartment),4.0,Male,Spring General Housing Selection
GREGORIAN QUAD B,GREG B FL 2,GREG B 205,GREG B 205 205D,GREG B 205 205D-1,Single (Suite/Apartment),4.0,Male,Spring General Housing Selection
GREGORIAN QUAD B,GREG B FL 2,GREG B 206,GREG B 206 206A,GREG B 206 206A-1,Single (Suite/Apartment),4.0,CoEd,Spring General Housing Selection
GREGORIAN QUAD B,GREG B FL 2,GREG B 206,GREG B 206 206B,GREG B 206 206B-1,Single (Suite/Apartment),4.0,CoEd,Spring General Housing Selection
GREGORIAN QUAD B,GREG B FL 2,GREG B 206,GREG B 206 206C,GREG B 206 206C-1,Single (Suite/Apartment),4.0,CoEd,Spring General Housing Selection
GREGORIAN QUAD B,GREG B FL 2,GREG B 206,GREG B 206 206D,GREG B 206 206D-1,Single (Suite/Apartment),4.0,CoEd,Spring General Housing Selection
GREGORIAN QUAD B,GREG B FL 2,GREG B 207,GREG B 207 207A,GREG B 207 207A-1,Single (Suite/Apartment),5.0,CoEd,Spring General Housing Selection
GREGORIAN QUAD B,GREG B FL 2,GREG B 207,GREG B 207 207B,GREG B 207 207B-1,Single (Suite/Apartment),5.0,CoEd,Spring General Housing Selection
GREGORIAN QUAD B,GREG B FL 2,GREG B 207,GREG B 207 207C,GREG B 207 207C-1,Single (Suite/Apartment),5.0,CoEd,Spring General Housing Selection
GREGORIAN QUAD B,GREG B FL 2,GREG B 207,GREG B 207 207D,GREG B 207 207D-1,Single (Suite/Apartment),5.0,CoEd,Spring General Housing Selection
GREGORIAN QUAD B,GREG B FL 2,GREG B 207,GREG B 207 207E,GREG B 207 207E-1,Single (Suite/Apartment),5.0,CoEd,Spring General Housing Selection
GREGORIAN QUAD B,GREG B FL 2,GREG B 208,GREG B 208 208A,GREG B 208 208A-1,Single (Suite/Apartment),4.0,CoEd,Spring General Housing Selection
GREGORIAN QUAD B,GREG B FL 2,GREG B 208,GREG B 208 208B,GREG B 208 208B-1,Single (Suite/Apartment),4.0,CoEd,Spring General Housing Selection
GREGORIAN QUAD B,GREG B FL 2,GREG B 208,GREG B 208 208C,GREG B 208 208C-1,Single (Suite/Apartment),4.0,CoEd,Spring General Housing Selection
GREGORIAN QUAD B,GREG B FL 2,GREG B 208,GREG B 208 208D,GREG B 208 208D-1,Single (Suite/Apartment),4.0,CoEd,Spring General Housing Selection
GREGORIAN QUAD B,GREG B FL 3,GREG B 301,GREG B 301 301A,GREG B 301 301A-1,Single (Suite/Apartment),4.0,CoEd,Spring General Housing Selection
GREGORIAN QUAD B,GREG B FL 3,GREG B 301,GREG B 301 301B,GREG B 301 301B-1,Single (Suite/Apartment),4.0,CoEd,Spring General Housing Selection
GREGORIAN QUAD B,GREG B FL 3,GREG B 301,GREG B 301 301C,GREG B 301 301C-1,Single (Suite/Apartment),4.0,CoEd,Spring General Housing Selection
GREGORIAN QUAD B,GREG B FL 3,GREG B 301,GREG B 301 301D,GREG B 301 301D-1,Single (Suite/Apartment),4.0,CoEd,Spring General Housing Selection
GREGORIAN QUAD B,GREG B FL 3,GREG B 302,GREG B 302 302A,GREG B 302 302A-1,Single (Suite/Apartment),4.0,CoEd,Spring General Housing Selection
GREGORIAN QUAD B,GREG B FL 3,GREG B 302,GREG B 302 302B,GREG B 302 302B-1,Single (Suite/Apartment),4.0,CoEd,Spring General Housing Selection
GREGORIAN QUAD B,GREG B FL 3,GREG B 302,GREG B 302 302C,GREG B 302 302C-1,Single (Suite/Apartment),4.0,CoEd,Spring General Housing Selection
GREGORIAN QUAD B,GREG B FL 3,GREG B 302,GREG B 302 302D,GREG B 302 302D-1,Single (Suite/Apartment),4.0,CoEd,Spring General Housing Selection
GREGORIAN QUAD B,GREG B FL 3,GREG B 303,GREG B 303 303A,GREG B 303 303A-1,Single (Suite/Apartment),4.0,CoEd,Spring General Housing Selection
GREGORIAN QUAD B,GREG B FL 3,GREG B 303,GREG B 303 303B,GREG B 303 303B-1,Single (Suite/Apartment),4.0,CoEd,Spring General Housing Selection
GREGORIAN QUAD B,GREG B FL 3,GREG B 303,GREG B 303 303C,GREG B 303 303C-1,Single (Suite/Apartment),4.0,CoEd,Spring General Housing Selection
GREGORIAN QUAD B,GREG B FL 3,GREG B 303,GREG B 303 303D,GREG B 303 303D-1,Single (Suite/Apartment),4.0,CoEd,Spring General Housing Selection
GREGORIAN QUAD B,GREG B FL 3,GREG B 304,GREG B 304 304A,GREG B 304 304A-1,Single (Suite/Apartment),4.0,CoEd,Spring General Housing Selection
GREGORIAN QUAD B,GREG B FL 3,GREG B 304,GREG B 304 304B,GREG B 304 304B-1,Single (Suite/Apartment),4.0,CoEd,Spring General Housing Selection
GREGORIAN QUAD B,GREG B FL 3,GREG B 304,GREG B 304 304C,GREG B 304 304C-1,Single (Suite/Apartment),4.0,CoEd,Spring General Housing Selection
GREGORIAN QUAD B,GREG B FL 3,GREG B 304,GREG B 304 304D,GREG B 304 304D-1,Single (Suite/Apartment),4.0,CoEd,Spring General Housing Selection
GREGORIAN QUAD B,GREG B FL 3,GREG B 305,GREG B 305 305C,GREG B 305 305C-1,Single (Suite/Apartment),4.0,Male,Spring General Housing Selection
GREGORIAN QUAD B,GREG B FL 3,GREG B 305,GREG B 305 305D,GREG B 305 305D-1,Single (Suite/Apartment),4.0,Male,Spring General Housing Selection
GREGORIAN QUAD B,GREG B FL 3,GREG B 306,GREG B 306 306A,GREG B 306 306A-1,Single (Suite/Apartment),4.0,CoEd,Spring General Housing Selection
GREGORIAN QUAD B,GREG B FL 3,GREG B 306,GREG B 306 306B,GREG B 306 306B-1,Single (Suite/Apartment),4.0,CoEd,Spring General Housing Selection
GREGORIAN QUAD B,GREG B FL 3,GREG B 306,GREG B 306 306C,GREG B 306 306C-1,Single (Suite/Apartment),4.0,CoEd,Spring General Housing Selection
GREGORIAN QUAD B,GREG B FL 3,GREG B 306,GREG B 306 306D,GREG B 306 306D-1,Single (Suite/Apartment),4.0,CoEd,Spring General Housing Selection
GREGORIAN QUAD B,GREG B FL 3,GREG B 308,GREG B 308 308A,GREG B 308 308A-1,Single (Suite/Apartment),4.0,CoEd,Spring General Housing Selection
GREGORIAN QUAD B,GREG B FL 3,GREG B 308,GREG B 308 308B,GREG B 308 308B-1,Single (Suite/Apartment),4.0,CoEd,Spring General Housing Selection
GREGORIAN QUAD B,GREG B FL 3,GREG B 308,GREG B 308 308C,GREG B 308 308C-1,Single (Suite/Apartment),4.0,CoEd,Spring General Housing Selection
GREGORIAN QUAD B,GREG B FL 3,GREG B 308,GREG B 308 308D,GREG B 308 308D-1,Single (Suite/Apartment),4.0,CoEd,Spring General Housing Selection
GREGORIAN QUAD B,GREG B FL 4,GREG B 401,GREG B 401,GREG B 401-1,Double,,CoEd,Spring General Housing Selection
GREGORIAN QUAD B,GREG B FL 4,GREG B 401,GREG B 401,GREG B 401-2,Double,,CoEd,Spring General Housing Selection
GREGORIAN QUAD B,GREG B FL 4,GREG B 401B,GREG B 401B,GREG B 401B-1,Single,,CoEd,Spring General Housing Selection
GREGORIAN QUAD B,GREG B FL 4,GREG B 401C,GREG B 401C,GREG B 401C-1,Single,,CoEd,Spring General Housing Selection
GREGORIAN QUAD B,GREG B FL 4,GREG B 401D,GREG B 401D,GREG B 401D-1,Single,,CoEd,Spring General Housing Selection
GREGORIAN QUAD B,GREG B FL 4,GREG B 401E,GREG B 401E,GREG B 401E-1,Single,,CoEd,Spring General Housing Selection
GREGORIAN QUAD B,GREG B FL 4,GREG B 401F,GREG B 401F,GREG B 401F-1,Single,,CoEd,Spring General Housing Selection
GREGORIAN QUAD B,GREG B FL 4,GREG B 402,GREG B 402,GREG B 402-1,Double,,CoEd,Spring General Housing Selection
GREGORIAN QUAD B,GREG B FL 4,GREG B 402,GREG B 402,GREG B 402-2,Double,,CoEd,Spring General Housing Selection
GREGORIAN QUAD B,GREG B FL 4,GREG B 402B,GREG B 402B,GREG B 402B-1,Single,,CoEd,Spring General Housing Selection
GREGORIAN QUAD B,GREG B FL 4,GREG B 402D,GREG B 402D,GREG B 402D-1,Single,,CoEd,Spring General Housing Selection
GREGORIAN QUAD B,GREG B FL 4,GREG B 402E,GREG B 402E,GREG B 402E-1,Single,,CoEd,Spring General Housing Selection
GREGORIAN QUAD B,GREG B FL 4,GREG B 403,GREG B 403,GREG B 403-1,Double,,CoEd,Spring General Housing Selection
GREGORIAN QUAD B,GREG B FL 4,GREG B 403,GREG B 403,GREG B 403-2,Double,,CoEd,Spring General Housing Selection
GREGORIAN QUAD B,GREG B FL 4,GREG B 403A,GREG B 403A,GREG B 403A-1,Single,,CoEd,Spring General Housing Selection
GREGORIAN QUAD B,GREG B FL 4,GREG B 403C,GREG B 403C,GREG B 403C-1,Single,,CoEd,Spring General Housing Selection
GREGORIAN QUAD B,GREG B FL 4,GREG B 403D,GREG B 403D,GREG B 403D-1,Single,,CoEd,Spring General Housing Selection
GREGORIAN QUAD B,GREG B FL 4,GREG B 403F,GREG B 403F,GREG B 403F-1,Single,,CoEd,Spring General Housing Selection
GREGORIAN QUAD B,GREG B FL 4,GREG B 404C,GREG B 404C,GREG B 404C-1,Single,,CoEd,Spring General Housing Selection
GREGORIAN QUAD B,GREG B FL 4,GREG B 405,GREG B 405,GREG B 405-1,Double,,CoEd,Spring General Housing Selection
GREGORIAN QUAD B,GREG B FL 4,GREG B 405,GREG B 405,GREG B 405-2,Double,,CoEd,Spring General Housing Selection
GREGORIAN QUAD B,GREG B FL 4,GREG B 405A,GREG B 405A,GREG B 405A-1,Single,,CoEd,Spring General Housing Selection
GREGORIAN QUAD B,GREG B FL 4,GREG B 405E,GREG B 405E,GREG B 405E-1,Single,,CoEd,Spring General Housing Selection
GREGORIAN QUAD B,GREG B FL 4,GREG B 405F,GREG B 405F,GREG B 405F-1,Single,,CoEd,Spring General Housing Selection
HARKNESS HOUSE,HARKNESS FL 1,HARKNESS 113,HARKNESS 113,HARKNESS 113-1,Double,,CoEd,Spring General Housing Selection
HARKNESS HOUSE,HARKNESS FL 1,HARKNESS 113,HARKNESS 113,HARKNESS 113-2,Double,,CoEd,Spring General Housing Selection
HARKNESS HOUSE,HARKNESS FL 1,HARKNESS 114B,HARKNESS 114B,HARKNESS 114B-1,Single,,CoEd,Spring General Housing Selection
HARKNESS HOUSE,HARKNESS FL 1,HARKNESS 117,HARKNESS 117,HARKNESS 117-1,Double,,CoEd,Spring General Housing Selection
HARKNESS HOUSE,HARKNESS FL 1,HARKNESS 117,HARKNESS 117,HARKNESS 117-2,Double,,CoEd,Spring General Housing Selection
HARKNESS HOUSE,HARKNESS FL 2,HARKNESS 213,HARKNESS 213,HARKNESS 213-1,Double,,CoEd,Spring General Housing Selection
HARKNESS HOUSE,HARKNESS FL 2,HARKNESS 213,HARKNESS 213,HARKNESS 213-2,Double,,CoEd,Spring General Housing Selection
HARKNESS HOUSE,HARKNESS FL 2,HARKNESS 214,HARKNESS 214,HARKNESS 214-1,Double,,CoEd,Spring General Housing Selection
HARKNESS HOUSE,HARKNESS FL 2,HARKNESS 214,HARKNESS 214,HARKNESS 214-2,Double,,CoEd,Spring General Housing Selection
HARKNESS HOUSE,HARKNESS FL 2,HARKNESS 217,HARKNESS 217,HARKNESS 217-1,Double,,CoEd,Spring General Housing Selection
HARKNESS HOUSE,HARKNESS FL 2,HARKNESS 217,HARKNESS 217,HARKNESS 217-2,Double,,CoEd,Spring General Housing Selection
HARKNESS HOUSE,HARKNESS FL 2,HARKNESS 219,HARKNESS 219,HARKNESS 219-1,Single,,CoEd,Spring General Housing Selection
HARKNESS HOUSE,HARKNESS FL 2,HARKNESS 230,HARKNESS 230,HARKNESS 230-1,Double,,CoEd,Spring General Housing Selection
HARKNESS HOUSE,HARKNESS FL 2,HARKNESS 230,HARKNESS 230,HARKNESS 230-2,Double,,CoEd,Spring General Housing Selection
HARKNESS HOUSE,HARKNESS FL 3,HARKNESS 301,HARKNESS 301,HARKNESS 301-1,Double,,CoEd,Spring General Housing Selection
HARKNESS HOUSE,HARKNESS FL 3,HARKNESS 301,HARKNESS 301,HARKNESS 301-2,Double,,CoEd,Spring General Housing Selection
HARKNESS HOUSE,HARKNESS FL 3,HARKNESS 302,HARKNESS 302,HARKNESS 302-1,Double,,CoEd,Spring General Housing Selection
HARKNESS HOUSE,HARKNESS FL 3,HARKNESS 302,HARKNESS 302,HARKNESS 302-2,Double,,CoEd,Spring General Housing Selection
HARKNESS HOUSE,HARKNESS FL 3,HARKNESS 303,HARKNESS 303,HARKNESS 303-1,Single,,CoEd,Spring General Housing Selection
HARKNESS HOUSE,HARKNESS FL 3,HARKNESS 306A,HARKNESS 306A,HARKNESS 306A-1,Single,,CoEd,Spring General Housing Selection
HARKNESS HOUSE,HARKNESS FL 3,HARKNESS 306B,HARKNESS 306B,HARKNESS 306B-1,Single,,CoEd,Spring General Housing Selection
HARKNESS HOUSE,HARKNESS FL 3,HARKNESS 307,HARKNESS 307,HARKNESS 307-1,Double,,CoEd,Spring General Housing Selection
HARKNESS HOUSE,HARKNESS FL 3,HARKNESS 307,HARKNESS 307,HARKNESS 307-2,Double,,CoEd,Spring General Housing Selection
HARKNESS HOUSE,HARKNESS FL 3,HARKNESS 308,HARKNESS 308,HARKNESS 308-1,Double,,CoEd,Spring General Housing Selection
HARKNESS HOUSE,HARKNESS FL 3,HARKNESS 308,HARKNESS 308,HARKNESS 308-2,Double,,CoEd,Spring General Housing Selection
